"Image","Species"
"cinao_m3.jpg","Cirrhilabrus naokoae"
"cipun_j0.jpg","Cirrhilabrus punctatus"
"cipun_u0.jpg","Cirrhilabrus punctatus"
"cipun_u1.jpg","Cirrhilabrus punctatus"
"cipun_u2.jpg","Cirrhilabrus punctatus"
"cipun_u3.jpg","Cirrhilabrus punctatus"
"cipun_u4.jpg","Cirrhilabrus punctatus"
"cipun_u5.jpg","Cirrhilabrus punctatus"
"cipun_u6.jpg","Cirrhilabrus punctatus"
"cipun_u7.jpg","Cirrhilabrus punctatus"
"cipun_u8.jpg","Cirrhilabrus punctatus"
"cipyl_m0.jpg","Cirrhilabrus pylei"
"cipyl_m1.jpg","Cirrhilabrus pylei"
"cipyl_m2.jpg","Cirrhilabrus pylei"
"cipyl_m3.jpg","Cirrhilabrus pylei"
"cipyl_m4.jpg","Cirrhilabrus pylei"
"cirho_m0.jpg","Cirrhilabrus rhomboidalis"
"cirho_m1.jpg","Cirrhilabrus rhomboidalis"
"cirho_u0.jpg","Cirrhilabrus rhomboidalis"
"cirho_u1.jpg","Cirrhilabrus rhomboidalis"
"ciros_m0.jpg","Cirrhilabrus roseafascia"
"ciros_u0.jpg","Cirrhilabrus roseafascia"
"cirub_f0.jpg","Cirrhilabrus rubripinnis"
"cirub_f1.jpg","Cirrhilabrus rubriventralis"
"cirub_f2.jpg","Cirrhilabrus rubriventralis"
"cirub_f3.jpg","Cirrhilabrus rubrisquamis"
"cirub_m0.jpg","Cirrhilabrus rubripinnis"
"cirub_m1.jpg","Cirrhilabrus rubriventralis"
"cirub_m2.jpg","Cirrhilabrus rubriventralis"
"cirub_m3.jpg","Cirrhilabrus rubrimarginatus"
"cirub_m4.jpg","Cirrhilabrus rubriventralis"
"cirub_m5.jpg","Cirrhilabrus rubripinnis"
"cirub_m6.jpg","Cirrhilabrus rubripinnis"
"cirub_m7.jpg","Cirrhilabrus rubrisquamis"
"cirub_u0.jpg","Cirrhilabrus rubriventralis"
"cirub_u1.jpg","Cirrhilabrus rubrisquamis"
"cirub_u2.jpg","Cirrhilabrus rubrimarginatus"
"cirub_u3.jpg","Cirrhilabrus rubrimarginatus"
"cirub_u4.jpg","Cirrhilabrus rubrimarginatus"
"cirub_u5.jpg","Cirrhilabrus rubrimarginatus"
"cirub_u6.jpg","Cirrhilabrus rubrimarginatus"
"cirub_u7.jpg","Cirrhilabrus rubrimarginatus"
"cirub_u8.jpg","Cirrhilabrus rubrimarginatus"
"cirub_u9.jpg","Cirrhilabrus rubrimarginatus"
"cirub_ua.jpg","Cirrhilabrus rubrimarginatus"
"cirub_ub.jpg","Cirrhilabrus rubrimarginatus"
"cirub_uc.jpg","Cirrhilabrus rubrimarginatus"
"cirub_ud.jpg","Cirrhilabrus rubrimarginatus"
"cirub_ue.jpg","Cirrhilabrus rubrimarginatus"
"cirub_uf.jpg","Cirrhilabrus rubrisquamis"
"cirub_ug.jpg","Cirrhilabrus rubrisquamis"
"cirub_uh.jpg","Cirrhilabrus rubrisquamis"
"cirub_ui.jpg","Cirrhilabrus rubriventralis"
"cirub_uj.jpg","Cirrhilabrus rubriventralis"
"cirub_uk.jpg","Cirrhilabrus rubriventralis"
"cisan_m0.jpg","Cirrhilabrus sanguineus"
"cisan_u0.jpg","Cirrhilabrus sanguineus"
"cisco_f0.jpg","Cirrhilabrus scottorum"
"cisco_f1.jpg","Cirrhilabrus scottorum"
